IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.19.79.126,4,1,0.75,194.75,0.00,N/A
104.21.233.151,4,1,0.75,194.79,0.00,N/A
104.16.45.198,4,1,0.75,194.83,0.00,N/A
173.245.49.191,4,1,0.75,194.90,0.00,N/A
104.25.102.98,4,1,0.75,195.56,0.00,N/A
198.41.192.3,4,1,0.75,195.76,0.00,N/A
1.0.0.236,4,1,0.75,196.08,0.00,N/A
104.25.105.17,4,1,0.75,196.54,0.00,N/A
1.0.0.174,4,1,0.75,196.70,0.00,N/A
198.217.251.185,4,1,0.75,196.81,0.00,N/A
1.0.0.243,4,1,0.75,196.89,0.00,N/A
104.21.23.112,4,1,0.75,197.02,0.00,N/A
172.67.171.14,4,1,0.75,197.05,0.00,N/A
1.0.0.210,4,1,0.75,197.18,0.00,N/A
104.16.222.242,4,1,0.75,197.18,0.00,N/A
172.67.157.194,4,1,0.75,197.18,0.00,N/A
104.21.226.202,4,1,0.75,197.58,0.00,N/A
104.24.197.168,4,1,0.75,197.86,0.00,N/A
1.0.0.225,4,1,0.75,198.06,0.00,N/A
104.24.181.152,4,1,0.75,198.11,0.00,N/A
172.67.154.32,4,1,0.75,198.17,0.00,N/A
172.67.153.229,4,1,0.75,198.21,0.00,N/A
1.0.0.227,4,1,0.75,198.34,0.00,N/A
1.0.0.218,4,1,0.75,198.41,0.00,N/A
172.67.173.235,4,1,0.75,198.47,0.00,N/A
172.67.151.180,4,1,0.75,198.71,0.00,N/A
1.0.0.122,4,1,0.75,198.73,0.00,N/A
1.0.0.191,4,1,0.75,198.73,0.00,N/A
172.67.68.104,4,1,0.75,198.90,0.00,N/A
104.21.20.206,4,1,0.75,198.98,0.00,N/A
172.67.67.176,4,1,0.75,199.01,0.00,N/A
104.21.234.96,4,1,0.75,199.25,0.00,N/A
104.16.123.86,4,1,0.75,199.27,0.00,N/A
104.19.191.171,4,1,0.75,199.49,0.00,N/A
172.67.174.131,4,1,0.75,199.54,0.00,N/A
1.0.0.159,4,1,0.75,199.96,0.00,N/A
1.0.0.140,4,1,0.75,199.96,0.00,N/A
1.0.0.103,4,1,0.75,199.96,0.00,N/A
1.0.0.101,4,1,0.75,199.96,0.00,N/A
1.0.0.8,4,1,0.75,199.96,0.00,N/A
1.0.0.173,4,1,0.75,199.96,0.00,N/A
1.0.0.7,4,1,0.75,199.96,0.00,N/A
1.0.0.6,4,1,0.75,199.96,0.00,N/A
1.0.0.94,4,1,0.75,199.96,0.00,N/A
1.0.0.138,4,1,0.75,199.96,0.00,N/A
1.0.0.93,4,1,0.75,199.96,0.00,N/A
1.0.0.92,4,1,0.75,199.96,0.00,N/A
1.0.0.98,4,1,0.75,199.96,0.00,N/A
104.24.86.102,4,1,0.75,199.96,0.00,N/A
173.245.59.174,4,1,0.75,199.96,0.00,N/A
104.25.156.202,4,1,0.75,199.98,0.00,N/A
172.64.79.47,4,1,0.75,199.99,0.00,N/A
89.116.46.237,4,1,0.75,199.99,0.00,N/A
104.16.221.130,4,1,0.75,199.99,0.00,N/A
104.16.122.173,4,1,0.75,199.99,0.00,N/A
1.0.0.253,4,1,0.75,199.99,0.00,N/A
1.0.0.248,4,1,0.75,199.99,0.00,N/A
104.27.8.129,4,1,0.75,199.99,0.00,N/A
1.0.0.133,4,1,0.75,199.99,0.00,N/A
104.24.73.207,4,1,0.75,199.99,0.00,N/A
104.16.232.217,4,1,0.75,199.99,0.00,N/A
1.0.0.232,4,1,0.75,199.99,0.00,N/A
104.19.203.80,4,1,0.75,199.99,0.00,N/A
104.19.198.134,4,1,0.75,199.99,0.00,N/A
104.19.193.12,4,1,0.75,199.99,0.00,N/A
1.0.0.220,4,1,0.75,199.99,0.00,N/A
104.24.206.215,4,1,0.75,200.00,0.00,N/A
104.25.19.132,4,1,0.75,200.00,0.00,N/A
104.16.214.234,4,1,0.75,200.00,0.00,N/A
45.149.12.247,4,1,0.75,200.00,0.00,N/A
1.0.0.165,4,1,0.75,200.00,0.00,N/A
1.0.0.166,4,1,0.75,200.00,0.00,N/A
104.17.5.159,4,1,0.75,200.00,0.00,N/A
104.16.192.190,4,1,0.75,200.00,0.00,N/A
104.25.126.136,4,1,0.75,200.00,0.00,N/A
1.0.0.161,4,1,0.75,200.00,0.00,N/A
1.0.0.163,4,1,0.75,200.00,0.00,N/A
1.0.0.119,4,1,0.75,200.00,0.00,N/A
88.216.67.179,4,1,0.75,200.00,0.00,N/A
1.0.0.171,4,1,0.75,200.01,0.00,N/A
104.19.170.88,4,1,0.75,200.06,0.00,N/A
1.0.0.121,4,1,0.75,200.12,0.00,N/A
1.0.0.238,4,1,0.75,200.17,0.00,N/A
172.67.152.32,4,1,0.75,200.20,0.00,N/A
104.26.10.21,4,1,0.75,200.20,0.00,N/A
1.0.0.118,4,1,0.75,200.36,0.00,N/A
104.26.4.202,4,1,0.75,200.56,0.00,N/A
172.67.71.197,4,1,0.75,200.79,0.00,N/A
1.0.0.116,4,1,0.75,201.45,0.00,N/A
1.0.0.127,4,1,0.75,201.51,0.00,N/A
104.16.44.238,4,1,0.75,201.61,0.00,N/A
1.0.0.229,4,1,0.75,201.63,0.00,N/A
172.67.163.240,4,1,0.75,201.84,0.00,N/A
172.67.185.226,4,1,0.75,201.92,0.00,N/A
1.0.0.113,4,1,0.75,201.99,0.00,N/A
1.0.0.131,4,1,0.75,202.04,0.00,N/A
104.19.173.209,4,1,0.75,202.17,0.00,N/A
104.24.209.207,4,1,0.75,202.18,0.00,N/A
172.67.66.160,4,1,0.75,202.20,0.00,N/A
1.0.0.155,4,1,0.75,202.22,0.00,N/A
104.16.202.253,4,1,0.75,202.33,0.00,N/A
104.21.228.182,4,1,0.75,202.48,0.00,N/A
1.0.0.112,4,1,0.75,202.70,0.00,N/A
104.21.227.47,4,1,0.75,202.83,0.00,N/A
104.27.67.215,4,1,0.75,203.03,0.00,N/A
141.11.203.79,4,1,0.75,203.15,0.00,N/A
172.67.69.123,4,1,0.75,203.17,0.00,N/A
1.0.0.123,4,1,0.75,203.29,0.00,N/A
1.0.0.141,4,1,0.75,203.31,0.00,N/A
104.19.197.201,4,1,0.75,203.73,0.00,N/A
104.21.239.19,4,1,0.75,203.93,0.00,N/A
104.24.222.79,4,1,0.75,204.17,0.00,N/A
1.0.0.99,4,1,0.75,204.31,0.00,N/A
1.0.0.96,4,1,0.75,204.44,0.00,N/A
104.21.225.5,4,1,0.75,204.44,0.00,N/A
104.21.232.117,4,1,0.75,204.76,0.00,N/A
172.67.74.110,4,1,0.75,204.90,0.00,N/A
172.64.176.210,4,1,0.75,205.18,0.00,N/A
104.19.162.16,4,1,0.75,205.31,0.00,N/A
162.159.46.193,4,1,0.75,205.49,0.00,N/A
185.162.230.160,4,1,0.75,205.78,0.00,N/A
1.0.0.111,4,1,0.75,206.02,0.00,N/A
199.60.103.138,4,1,0.75,206.68,0.00,N/A
172.65.36.60,4,1,0.75,206.77,0.00,N/A
104.17.2.190,4,1,0.75,206.82,0.00,N/A
1.0.0.156,4,1,0.75,206.84,0.00,N/A
172.67.70.55,4,1,0.75,207.04,0.00,N/A
172.67.156.130,4,1,0.75,207.04,0.00,N/A
104.26.11.95,4,1,0.75,207.08,0.00,N/A
104.21.238.15,4,1,0.75,207.08,0.00,N/A
172.67.76.150,4,1,0.75,207.55,0.00,N/A
1.0.0.87,4,1,0.75,207.59,0.00,N/A
1.0.0.206,4,1,0.75,207.85,0.00,N/A
172.67.170.218,4,1,0.75,209.79,0.00,N/A
1.0.0.255,4,1,0.75,209.99,0.00,N/A
104.19.100.85,4,1,0.75,209.99,0.00,N/A
94.140.0.182,4,1,0.75,209.99,0.00,N/A
1.0.0.104,4,1,0.75,210.00,0.00,N/A
1.0.0.157,4,1,0.75,210.00,0.00,N/A
104.27.56.24,4,1,0.75,210.00,0.00,N/A
104.26.0.193,4,1,0.75,210.00,0.00,N/A
104.26.15.18,4,1,0.75,210.00,0.00,N/A
104.19.161.46,4,1,0.75,210.00,0.00,N/A
104.26.5.125,4,1,0.75,210.00,0.00,N/A
172.67.155.227,4,1,0.75,210.15,0.00,N/A
172.67.77.212,4,1,0.75,210.46,0.00,N/A
1.0.0.222,4,1,0.75,210.75,0.00,N/A
104.26.12.138,4,1,0.75,210.82,0.00,N/A
172.67.172.99,4,1,0.75,211.08,0.00,N/A
172.65.35.207,4,1,0.75,211.93,0.00,N/A
172.67.72.109,4,1,0.75,212.19,0.00,N/A
172.67.73.72,4,1,0.75,212.22,0.00,N/A
104.26.9.226,4,1,0.75,212.68,0.00,N/A
104.21.237.230,4,1,0.75,212.82,0.00,N/A
172.67.158.122,4,1,0.75,213.05,0.00,N/A
172.67.75.162,4,1,0.75,213.21,0.00,N/A
104.26.1.244,4,1,0.75,213.35,0.00,N/A
104.26.14.28,4,1,0.75,213.37,0.00,N/A
172.67.159.165,4,1,0.75,214.07,0.00,N/A
172.67.161.211,4,1,0.75,214.40,0.00,N/A
1.0.0.231,4,1,0.75,214.40,0.00,N/A
104.21.230.147,4,1,0.75,214.42,0.00,N/A
172.67.65.70,4,1,0.75,214.59,0.00,N/A
1.0.0.91,4,1,0.75,214.80,0.00,N/A
104.21.231.72,4,1,0.75,215.09,0.00,N/A
104.21.24.92,4,1,0.75,215.94,0.00,N/A
104.26.6.57,4,1,0.75,216.01,0.00,N/A
104.21.25.211,4,1,0.75,216.39,0.00,N/A
104.21.236.27,4,1,0.75,216.39,0.00,N/A
104.26.3.237,4,1,0.75,216.39,0.00,N/A
104.21.229.0,4,1,0.75,217.35,0.00,N/A
172.67.167.156,4,1,0.75,217.71,0.00,N/A
104.18.69.214,4,1,0.75,217.83,0.00,N/A
172.65.44.89,4,1,0.75,218.09,0.00,N/A
1.0.0.120,4,1,0.75,219.52,0.00,N/A
104.16.235.95,4,1,0.75,219.63,0.00,N/A
1.0.0.129,4,1,0.75,219.96,0.00,N/A
104.26.7.60,4,1,0.75,219.99,0.00,N/A
172.67.175.44,4,1,0.75,219.99,0.00,N/A
172.65.40.12,4,1,0.75,219.99,0.00,N/A
104.24.198.143,4,1,0.75,220.00,0.00,N/A
1.0.0.164,4,1,0.75,220.00,0.00,N/A
1.0.0.214,4,1,0.75,220.87,0.00,N/A
5.10.245.185,4,1,0.75,222.22,0.00,N/A
1.0.0.211,4,1,0.75,229.70,0.00,N/A
1.0.0.105,4,1,0.75,229.99,0.00,N/A
1.0.0.142,4,1,0.75,230.00,0.00,N/A
104.24.186.81,4,1,0.75,231.53,0.00,N/A
172.67.199.138,4,1,0.75,234.61,0.00,N/A
104.27.74.93,4,1,0.75,239.00,0.00,N/A
172.65.177.208,4,1,0.75,243.57,0.00,N/A
172.67.198.188,4,1,0.75,252.62,0.00,N/A
162.159.142.71,4,1,0.75,265.53,0.00,N/A
162.159.143.87,4,1,0.75,269.87,0.00,N/A
172.67.193.40,4,1,0.75,272.21,0.00,N/A
162.159.141.250,4,1,0.75,273.29,0.00,N/A
162.159.153.231,4,1,0.75,276.31,0.00,N/A
172.67.202.166,4,1,0.75,283.51,0.00,N/A
162.159.129.199,4,1,0.75,323.05,0.00,N/A
